category,error_1,error_2,error_3,error_4,error_5,error_6,error_7,error_8,load_1_power,load_2_power,load_3_power,load_4_power,load_5_power,load_6_power,load_7_power,load_8_power,load_9_power,load_10_power,load_11_power,load_12_power,load_13_power,load_14_power,load_15_power,load_16_power,load_17_power,load_18_power,load_19_power,load_20_power,load_21_power,load_22_power,load_23_power,load_24_power,load_25_power,load_26_power,load_27_power,load_28_power,load_29_power,load_30_power,load_31_power,load_32_power,load_33_power,load_34_power,load_35_power,load_36_power,load_37_power,load_38_power,load_39_power,load_40_power,load_41_power,load_42_power,load_43_power,load_44_power,load_45_power,load_46_power,load_47_power,load_48_power,load_49_power,load_50_power,load_51_power,load_52_power,load_53_power,load_54_power,load_55_power,label
6a,0.06312977372846662,0.0006672720988604242,0.0005839828182336589,0.0084204373207037,0.0038240701950306953,0.0016836691989748115,0.001596097276705455,0.0009381783734081142,1.3918944375000004,0.2685767083333333,0.3131762083333333,0.3410400624999999,0.5211571041666668,1.3260020208333332,1.1536842916666668,0.3066123958333334,0.16006460416666665,0.4303505833333334,0.3848628958333333,0.3107147916666668,0.3204024791666667,0.2013028124999999,0.9112476249999996,0.9492449583333334,0.6862622291666668,0.1036289604166667,0.4802775416666666,0.14904943125,0.4460356666666667,0.4748924374999999,0.5321347083333334,1.0436468333333333,0.3297449375000001,0.2656871874999999,0.30282191666666664,1.292220708333333,0.8121537916666663,0.1838193958333333,0.7867447916666667,0.2828268541666667,0.3666838333333334,0.4776689791666669,0.25458129166666665,0.16654107291666667,0.4160386875,1.145011875,0.7087570416666668,0.3763085,0.2802703541666666,0.2354271645833333,0.17596214791666664,1.058624,0.2866768333333333,0.7706032083333335,0.3180183729166666,0.40384679791666667,0.2993065208333334,0.4920181875,1.0338883541666668,0.25397479166666664,0.7962908541666667,0.5838245416666666,0.31815035208333337,0
6a,0.3252203015252008,0.0006672720988604225,0.0005839828182336804,0.008420437320703722,0.0038240701950306923,0.0016836691989748033,0.0015960972767054401,0.0009381783734081352,0.6127203762809379,0.2685767083333333,0.3131762083333333,0.3410400624999999,0.5211571041666668,1.3260020208333332,1.1536842916666668,0.3066123958333334,0.16006460416666665,0.43035058333333337,0.3848628958333333,0.3107147916666668,0.3204024791666667,0.2013028124999999,0.9112476249999998,0.9492449583333334,0.6862622291666668,0.1036289604166667,0.4802775416666666,0.14904943125,0.4460356666666667,0.4748924374999999,0.5321347083333333,1.0436468333333333,0.3297449375000001,0.2656871874999999,0.30282191666666664,1.292220708333333,0.8121537916666663,0.1838193958333333,0.7867447916666667,0.2828268541666667,0.3666838333333334,0.4776689791666669,0.25458129166666665,0.16654107291666667,0.4160386875,1.145011875,0.7087570416666668,0.3763085,0.2802703541666666,0.2354271645833333,0.17596214791666664,1.058624,0.2866768333333333,0.7706032083333335,0.3180183729166666,0.40384679791666667,0.2993065208333334,0.4920181875,1.0338883541666668,0.2539747916666666,0.7962908541666668,0.5838245416666666,0.31815035208333337,1
6a,0.041162521992664514,-9.574070025946657e-05,0.0005231759002014777,0.015089869448208322,0.004574588009143827,0.0060387089779885,0.0017948770713474675,0.0010933082371665443,0.9899576249999998,0.3279905,0.24668622916666666,0.3152100208333333,0.275109625,0.8239699999999998,0.4669401249999999,0.23433768750000006,0.4861929791666666,0.5819228958333335,0.21846953125,0.24883725,0.34043468749999994,0.20181385416666664,0.8569732708333332,0.9614027083333336,0.5670858541666668,0.22302624374999994,0.41456412499999984,0.1916640479166667,0.35885066666666665,0.3416938541666666,0.1396533541666667,1.4166927083333334,0.3648625208333333,0.21160785416666664,0.4858205,0.5322290208333332,1.0067967500000004,0.3802821041666667,0.6970164166666667,0.3013384791666666,0.4537207291666667,0.4733731249999998,-0.12921297916666666,0.4077603999999999,0.2711453958333333,1.3175669791666669,1.0134169791666665,0.4239014625,0.29512822916666664,0.35999951875,0.2369442270833333,0.9079065208333336,0.17041214583333344,0.7326293937499999,0.2314013583333333,0.3659167291666667,0.24589825,0.4774689791666668,1.0404241875,0.18863222916666664,0.5830335208333333,0.8863106041666667,0.4032088000000001,0
6a,0.21709408507304184,-9.574070025932591e-05,0.0005231759002014887,0.01508986944820831,0.004574588009143818,0.006038708977988495,0.0017948770713474538,0.0010933082371663023,0.4357853527898616,0.3279905,0.24668622916666666,0.3152100208333333,0.275109625,0.8239699999999998,0.4669401249999999,0.23433768750000006,0.4861929791666666,0.5819228958333335,0.21846953125,0.24883725,0.3404346875,0.20181385416666664,0.8569732708333332,0.9614027083333336,0.5670858541666668,0.22302624374999994,0.4145641249999999,0.19166404791666666,0.35885066666666665,0.3416938541666666,0.13965335416666666,1.4166927083333334,0.3648625208333333,0.2116078541666666,0.4858205,0.5322290208333332,1.0067967500000004,0.3802821041666667,0.6970164166666667,0.3013384791666666,0.4537207291666667,0.4733731249999998,-0.12921297916666666,0.4077603999999999,0.2711453958333333,1.3175669791666669,1.0134169791666665,0.4239014625,0.29512822916666664,0.35999951874999986,0.2369442270833333,0.9079065208333336,0.17041214583333342,0.7326293937499999,0.2314013583333333,0.3659167291666667,0.24589825,0.4774689791666668,1.0404241875,0.18863222916666664,0.5830335208333333,0.8863106041666667,0.4032088000000001,1
6a,0.10781613868280417,1.8325351358582503e-05,0.0005041986828113631,0.01594164469363173,0.0052934756432056465,-0.03400132779769676,0.0018113644321243762,0.0013692122677147586,1.0680839374999995,0.2834027291666666,0.30161472916666665,0.2221658125,0.11466525,0.9720998750000002,0.6138057083333333,0.16688135416666666,0.457306125,0.6170187916666666,0.3068744895833333,0.25512587499999995,0.34107322916666666,0.227545625,0.7041068125000001,1.0743235416666668,0.3740969374999999,0.23885331458333334,0.4485719791666667,0.17368277916666672,0.29404531250000004,0.4182361875,0.04578185416666667,1.0817559375,0.342765625,0.1997427291666667,0.378021375,1.3099632291666663,0.8330511041666665,0.08635531249999996,0.7092861666666667,0.5778103958333334,0.447156125,0.6402447083333335,-0.12565575000000015,0.2610317979166666,0.2638085208333333,1.2274567083333332,1.2590325416666668,0.62694225,0.29729837499999995,0.3875349166666668,0.25817600625,0.8776523750000002,0.4714305208333334,0.7009726458333336,0.2882950083333333,0.3851608729166666,0.2650975833333334,0.41897764583333336,0.9606420416666666,0.20647708333333334,0.5789685,1.025027645833333,0.3491004104166667,0
6a,0.4663068911240826,1.832535135859699e-05,0.0005041986828113579,0.01594164469363173,0.005293475643205631,-0.03400132779769674,0.0018113644321243844,0.0013692122677147571,0.4701770295598482,0.28340272916666664,0.30161472916666665,0.2221658125,0.11466525,0.9720998750000002,0.6138057083333333,0.16688135416666666,0.457306125,0.6170187916666666,0.3068744895833333,0.25512587499999995,0.34107322916666666,0.227545625,0.7041068125000001,1.0743235416666668,0.3740969374999999,0.23885331458333334,0.4485719791666667,0.17368277916666672,0.29404531250000004,0.4182361875,0.045781854166666684,1.0817559375,0.342765625,0.1997427291666667,0.378021375,1.3099632291666663,0.8330511041666665,0.08635531249999996,0.7092861666666667,0.5778103958333335,0.4471561250000001,0.6402447083333335,-0.12565575000000015,0.2610317979166666,0.2638085208333333,1.2274567083333332,1.2590325416666668,0.62694225,0.29729837499999995,0.3875349166666669,0.25817600625,0.8776523750000002,0.4714305208333334,0.7009726458333336,0.2882950083333333,0.3851608729166666,0.2650975833333333,0.41897764583333336,0.9606420416666666,0.20647708333333334,0.5789685,1.0250276458333334,0.3491004104166667,1
6a,0.1971721501366888,0.0008635679317764824,0.0004757447663139958,0.015671370297422688,0.0063440169305552935,0.005320692807041603,0.002706649826121352,0.0017412622604448108,1.1083391458333336,0.3066710416666666,0.2467361875,0.3467465625,0.2662943333333333,0.8885688333333333,0.4707427083333333,0.2427096666666667,0.5098504583333333,0.8742959166666666,0.26867396458333337,0.2627918125,0.3033004,0.20182095833333336,0.6852513958333334,0.9056497083333336,0.4770091250000001,0.3088070416666667,0.3655681875000001,0.18952518333333332,0.2956625625000001,0.3579015208333334,0.4213522333333333,0.9949848958333329,0.3600084583333333,0.3193453958333334,0.4190425624999999,1.430494375,1.3266047708333335,0.1307519375,0.6964390208333334,0.3699577708333334,0.4917408333333334,0.7855961250000002,-0.1143861041666666,0.9443272395833332,0.31779179166666666,1.7237959166666668,1.3323269166666667,0.5102969583333332,0.2929140208333333,0.3973205395833334,0.2577486458333334,1.3945577083333331,0.3612213333333335,0.6523056625,0.21437178125,0.4418697916666667,0.19648035416666676,0.579679375,0.9257016874999998,0.22919735416666676,1.4926455833333334,1.3806999791666663,0.4350933229166665,0
6a,0.946906105055592,0.0008635679317764807,0.0004757447663139828,0.0156713702974227,0.00634401693055529,0.005320692807041616,0.002706649826121333,0.0017412622604448048,0.4878976165043357,0.3066710416666666,0.2467361875,0.3467465625,0.2662943333333333,0.8885688333333333,0.4707427083333333,0.24270966666666666,0.5098504583333333,0.8742959166666666,0.26867396458333337,0.2627918125,0.3033004,0.20182095833333336,0.6852513958333333,0.9056497083333336,0.4770091250000001,0.3088070416666667,0.3655681875000001,0.18952518333333332,0.2956625625000001,0.3579015208333334,0.4213522333333333,0.9949848958333329,0.3600084583333333,0.3193453958333334,0.4190425624999999,1.4304943750000003,1.3266047708333335,0.1307519375,0.6964390208333334,0.3699577708333334,0.4917408333333334,0.7855961250000002,-0.1143861041666666,0.9443272395833332,0.31779179166666666,1.7237959166666668,1.3323269166666667,0.5102969583333332,0.2929140208333333,0.3973205395833334,0.2577486458333334,1.3945577083333331,0.3612213333333335,0.6523056625,0.21437178125,0.4418697916666667,0.19648035416666676,0.579679375,0.9257016874999996,0.22919735416666676,1.4926455833333334,1.3806999791666663,0.4350933229166665,1
6a,0.5252531303753015,0.0009916007767964642,0.000501599274565232,0.036089040894216516,0.007545065752205814,0.003624548411164671,0.004941612039820713,0.002329743260114357,1.2149190625,0.36380260416666665,0.327832375,0.2674067916666667,0.16704139583333333,0.8819736458333329,2.512495229166667,0.5842126875000001,0.5282746458333334,1.1558944375,0.2660606395833334,0.4420226666666667,0.3577222083333333,0.18486954166666664,0.6815080208333333,0.9916484166666666,0.4761984375,0.27606608125,0.5496746250000001,0.1788795895833333,0.3669703749999999,0.4781952916666667,0.5456014583333333,1.3742605625,0.28993075,0.4077540625,0.5649973958333332,1.9368114166666668,2.8201801666666664,0.5837765,0.7271256875000004,0.6473754791666666,1.0619483333333333,1.0493765416666667,0.15242549999999996,1.3425398000000002,0.38676420833333336,1.508307875,0.7831427083333332,1.0610912499999998,0.3016788437499999,0.4087033333333332,0.2755659375,1.7955719583333327,0.4553329166666666,0.8569617916666665,0.2537028083333334,0.3920965625,0.2975983958333333,1.2088522708333336,0.8767377708333335,2.2206834583333337,1.4396802083333338,1.800283208333333,0.5023970520833334,0
6a,1.0651625502511644,0.0009916007767964492,0.0005015992745652113,0.03608904089421654,0.007545065752205806,0.003624548411164664,0.004941612039820712,0.0023297432601143537,0.5348147424620225,0.36380260416666665,0.327832375,0.2674067916666667,0.16704139583333333,0.8819736458333329,2.512495229166667,0.5842126875000001,0.5282746458333334,1.1558944375,0.2660606395833334,0.4420226666666667,0.3577222083333333,0.18486954166666664,0.6815080208333333,0.9916484166666666,0.4761984375,0.27606608125,0.5496746250000001,0.1788795895833333,0.366970375,0.4781952916666667,0.5456014583333333,1.3742605625000002,0.28993075,0.4077540625,0.5649973958333332,1.9368114166666668,2.8201801666666664,0.5837765,0.7271256875000004,0.6473754791666666,1.0619483333333333,1.0493765416666667,0.15242550000000002,1.3425398000000002,0.38676420833333336,1.508307875,0.7831427083333332,1.0610912499999998,0.3016788437499999,0.4087033333333332,0.2755659375,1.7955719583333327,0.4553329166666666,0.8569617916666665,0.25370280833333336,0.3920965625,0.2975983958333333,1.2088522708333336,0.8767377708333334,2.2206834583333337,1.4396802083333338,1.800283208333333,0.5023970520833334,1
